term,definition,url
Alpha,"Alpha (α) is a term used in investing to describe an investment strategy’s ability to beat the market, or its “edge.” Alpha is thus also often referred to asexcess returnor theabnormal rate of returnin relation to a benchmark, when adjusted for risk.",https://www.investopedia.com/terms/a/alpha.asp
Alphabet Stock,"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/alphabet-stock.asp
Altcoin,"Altcoins are generally defined as all cryptocurrencies other thanBitcoin(BTC). However, some people consider altcoins to be all cryptocurrencies other than Bitcoin and Ethereum (ETH) because most cryptocurrencies are forked from one of the two. Some altcoins use different consensus mechanisms to validate transactions, open new blocks, or attempt to distinguish themselves from Bitcoin and Ethereum by providing new or additional capabilities or purposes.",https://www.investopedia.com/terms/a/altcoin.asp
Alternative Depreciation System (ADS),"An alternative depreciation system (ADS) is one of the methods the Internal Revenue Service (IRS) requires taxpayers to use to determine the depreciation allowed onbusiness assets. An ADS has a depreciation schedule with a longer recovery period that generally better mirrors the asset's income streams than declining balance depreciation. If the taxpayer elects to use an alternative depreciation system, they must apply it to all property of the same class placed in service during the same year.",https://www.investopedia.com/terms/a/alternative-depreciation-system.asp
Alternative Investment,"An alternative investment is a financial asset that does not fall into one of the conventional investment categories. Conventional categories include stocks, bonds, and cash. Alternative investments can include private equity or venture capital, hedge funds, managed futures, art and antiques, commodities, and derivatives contracts. Real estate is also often classified as an alternative investment.",https://www.investopedia.com/terms/a/alternative_investment.asp
Alternative Minimum Tax (AMT),Investopedia / Dennis Madamba,https://www.investopedia.com/terms/a/alternativeminimumtax.asp
Alternative Trading System (ATS),"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/alternative-trading-system.asp
Altman Z-Score,The Altman Z-score is the output of a credit-strength test that gauges a publicly traded manufacturing company's likelihood of bankruptcy.,https://www.investopedia.com/terms/a/altman.asp
Always Be Closing (ABC),"Katrina Ávila Munichiello is an experienced editor, writer, fact-checker, and proofreader with more than fourteen years of experience working with print and online publications.",https://www.investopedia.com/terms/a/always-be-closing.asp
Amalgamation,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/a/amalgamation.asp
Amended Return,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/amendedreturn.asp
American Depositary Receipt (ADR),"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/adr.asp
American Depositary Share (ADS),Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/a/ads.asp
American Dream,"Suzanne is a content marketer, writer, and fact-checker. She holds a Bachelor of Science in Finance degree from Bridgewater State University and helps develop content strategies.",https://www.investopedia.com/terms/a/american-dream.asp
American Express Card,"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/american-express-card.asp
American Opportunity Tax Credit (AOTC),"Julia Kagan is a financial/consumer journalist and former senior editor, personal finance, of Investopedia.",https://www.investopedia.com/terms/a/american-opportunity-tax-credit.asp
American Option,"Thomas J Catalano is a CFP and Registered Investment Adviser with the state of South Carolina, where he launched his own financial advisory firm in 2018. Thomas' experience gives him expertise in a variety of areas including investments, retirement, insurance, and financial planning.",https://www.investopedia.com/terms/a/americanoption.asp
"American Stock Exchange (AMEX): Definition, History, Current Name",Gordon Scott has been an active investor and technical analyst or 20+ years. He is a Chartered Market Technician (CMT).,https://www.investopedia.com/terms/a/amex.asp
Americans with Disabilities Act (ADA),"Adam Hayes, Ph.D., CFA, is a financial writer with 15+ years Wall Street experience as a derivatives trader. Besides his extensive derivative trading expertise, Adam is an expert in economics and behavioral finance. Adam received his master's in economics from The New School for Social Research and his Ph.D. from the University of Wisconsin-Madison in sociology. He is a CFA charterholder as well as holding FINRA Series 7, 55 & 63 licenses. He currently researches and teaches economic sociology and the social studies of finance at the Hebrew University in Jerusalem.",https://www.investopedia.com/terms/a/americans-with-disabilities-act-ada.asp
Amortizable Bond Premium,"The amortizable bond premium is a tax term that refers to the excess price paid for a bond over and above its face value. Depending on the type of bond, the premium can be tax-deductible and amortized over the life of the bond on a pro-rata basis.",https://www.investopedia.com/terms/a/amortizable-bond-premium.asp
